ts,site_id,line_id,event_type,trace_id,job_id,paper_grade,flute,speed_mpm,steam_c,glue_gap_um,moisture_pct,wrap_arm_pos,vibration_mm_s,edge_status,cloud_fallback,optimizer,objective_waste,objective_throughput,objective_stability,candidate_speed_mpm,candidate_steam_c,candidate_glue_gap_um,predicted_setup_waste_kg,predicted_dry_end_waste_pct,edge_version,ingest_ms,prefilter_ms,drift_ms,inference_ms,decision_ms,edge_cpu_pct,edge_mem_pct,ws_clients,tsdb_lag_ms,alerts_queue_depth,action_id,effect_eval_window_s,pre_dry_end_waste_pct,post_dry_end_waste_pct,action_effect_waste_saved_kg,effect_confidence,action_title,action_steps_json,action_confidence,action_valid_for_s,action_source,forecast_horizon_s,forecast_setup_waste_kg_mean,forecast_setup_waste_kg_p90,forecast_setup_waste_kg_p10,forecast_dry_end_waste_pct_mean,next_job_id,changeover_eta_min,next_paper_grade,next_flute,suggested_speed_mpm,suggested_steam_c,suggested_glue_gap_um,expected_setup_waste_kg_low,expected_setup_waste_kg_high,operator_response,operator_latency_ms,operator_notes,channel,drift_method,drift_score,drift_status,drift_threshold,Start shift time,End shift time
2025-07-06 20:00:00,PLANT-02,LINE-A,run,tr-959707-293603,job-724260-697147,White Top 170gsm,C,205.0,186.0,890,6.36,38,0.74,ok,0,Edge Optimizer v3.1,1,1,1,215.31,181.62,859.89,80.4,3.02,edge-1.9.4,218,53,49,63,86,36.4,64.7,3,301,7,act-481289-388698,1800,3.51,3.16,5.0,0.59,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.75,900,edge,900,75.2,102.5,78.3,3.1,job-784810-741202,38,Kraft 180gsm,BC,213.86,178.4,855.41,78.3,102.5,acknowledged,426,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.52,normal,0.6,2025-07-06 14:00:00,2025-07-06 22:00:00
2025-07-06 20:12:00,PLANT-02,LINE-C,adjust,tr-605353-661617,job-528479-229060,Kraft 120gsm,E,245.0,178.0,639,6.65,59,1.04,ok,1,Edge Optimizer v3.1,1,1,0,230.03,175.48,632.44,69.5,1.74,edge-1.9.4,181,77,71,87,61,72.7,72.7,6,185,5,act-507886-874912,1800,1.67,1.47,6.3,0.64,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.81,900,edge,900,71.1,80.4,41.8,1.7,job-537368-171490,26,White Top 170gsm,C,223.56,173.23,589.29,41.8,80.4,acknowledged,518,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.48,normal,0.6,2025-07-06 14:00:00,2025-07-06 22:00:00
2025-07-06 20:24:00,PLANT-01,LINE-C,run,tr-590567-299903,job-547739-593687,Medium 112gsm,B,226.0,185.0,815,6.03,54,0.88,ok,0,Edge Optimizer v3.1,1,0,0,226.65,182.34,897.33,54.9,2.51,edge-1.9.4,213,90,92,88,105,68.0,39.4,4,205,3,act-457230-868820,1800,2.12,1.41,7.4,0.55,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.6,900,edge,900,52.5,66.3,58.1,2.09,job-682719-741923,41,Testliner 200gsm,BC,225.26,180.93,897.49,58.1,66.3,acknowledged,410,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.12,normal,0.6,2025-07-06 14:00:00,2025-07-06 22:00:00
2025-07-06 20:36:00,PLANT-03,LINE-A,adjust,tr-385438-174370,job-806629-641440,Kraft 180gsm,C,184.0,196.0,909,6.36,50,1.48,ok,0,Edge Optimizer v3.1,1,0,0,189.92,200.0,915.69,94.4,3.47,edge-1.9.4,186,86,80,87,83,54.4,51.8,5,321,2,act-143616-919244,1800,3.53,3.17,5.1,0.69,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.95,900,edge,900,110.6,119.0,97.8,3.29,job-225005-763078,26,Medium 140gsm,B,191.25,197.19,866.03,97.8,119.0,acknowledged,795,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.11,normal,0.6,2025-07-06 14:00:00,2025-07-06 22:00:00
2025-07-06 20:48:00,PLANT-03,LINE-C,alert,tr-337996-476969,job-126030-287347,Kraft 180gsm,BC,164.0,187.0,1130,7.0,77,1.13,ok,0,Edge Optimizer v3.1,0,0,0,171.5,193.23,1086.34,116.5,4.07,edge-1.9.4,238,68,52,91,113,74.4,68.6,2,253,8,act-757205-700554,1800,3.6,3.19,3.5,0.59,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.85,900,edge,900,111.7,113.3,107.2,4.25,job-740240-308758,30,White Top 200gsm,BC,174.65,192.66,1151.25,107.2,113.3,acknowledged,594,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.37,normal,0.6,2025-07-06 14:00:00,2025-07-06 22:00:00
2025-07-06 21:00:00,PLANT-02,LINE-C,setup,tr-439488-304758,job-568050-939735,Kraft 180gsm,C,185.0,193.0,968,6.55,49,1.49,ok,1,Edge Optimizer v3.1,0,1,0,195.22,194.85,1015.29,106.0,3.19,edge-1.9.4,163,53,89,92,46,60.9,57.2,6,239,2,act-558436-329252,1800,3.23,3.2,9.5,0.63,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.8,900,edge,900,100.0,102.9,100.0,3.41,job-971861-796270,28,White Top 170gsm,C,191.18,192.3,1022.87,100.0,102.9,acknowledged,540,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.42,normal,0.6,2025-07-06 14:00:00,2025-07-06 22:00:00
2025-07-06 21:12:00,PLANT-01,LINE-A,adjust,tr-918552-932873,job-525313-752281,Kraft 120gsm,E,265.0,187.0,595,6.45,30,0.81,ok,1,Edge Optimizer v3.1,1,1,0,254.88,181.83,596.1,57.9,1.48,edge-1.9.4,184,102,109,81,93,44.3,58.9,2,124,5,act-950368-389629,1800,2.41,1.59,1.7,0.74,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.71,900,edge,900,68.7,79.6,57.9,1.37,job-554951-476858,42,Testliner 150gsm,C,259.23,180.96,552.09,57.9,79.6,acknowledged,141,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.4,normal,0.6,2025-07-06 14:00:00,2025-07-06 22:00:00
2025-07-06 21:24:00,PLANT-03,LINE-A,setup,tr-659161-455146,job-702725-141753,White Top 200gsm,C,177.0,191.0,942,6.97,59,1.97,ok,0,Edge Optimizer v3.1,1,0,0,176.27,192.9,1010.49,117.4,3.27,edge-1.9.4,205,127,63,82,41,59.3,69.6,5,361,1,act-839665-324776,1800,3.59,2.97,8.0,0.52,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.72,900,edge,900,105.2,112.9,104.4,3.29,job-628785-824918,46,White Top 200gsm,C,180.97,195.12,995.49,104.4,112.9,acknowledged,336,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.4,normal,0.6,2025-07-06 14:00:00,2025-07-06 22:00:00
2025-07-06 21:36:00,PLANT-01,LINE-C,alert,tr-588490-700160,job-962369-510409,Kraft 120gsm,B,206.0,185.0,777,6.17,43,1.54,ok,1,Edge Optimizer v3.1,1,1,0,200.89,179.09,664.15,59.8,2.46,edge-1.9.4,251,79,99,103,113,56.2,50.3,5,103,1,act-292670-448780,1800,3.41,3.21,9.6,0.61,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.64,900,edge,900,59.4,81.3,48.9,2.36,job-634534-373988,30,White Top 200gsm,C,202.81,176.8,664.13,48.9,81.3,acknowledged,414,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.24,normal,0.6,2025-07-06 14:00:00,2025-07-06 22:00:00
2025-07-06 21:48:00,PLANT-01,LINE-B,run,tr-555103-383903,job-222794-613748,Testliner 150gsm,B,226.0,182.0,739,5.78,66,1.51,ok,0,Edge Optimizer v3.1,1,0,0,221.36,177.11,823.5,86.4,2.27,edge-1.9.4,161,60,84,97,100,47.8,74.1,1,186,2,act-508556-974895,1800,2.66,2.19,4.6,0.69,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.74,900,edge,900,95.8,105.1,83.8,2.25,job-961607-394340,35,Kraft 120gsm,B,224.27,178.13,802.07,83.8,105.1,acknowledged,567,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.34,normal,0.6,2025-07-06 14:00:00,2025-07-06 22:00:00
2025-07-06 22:00:00,PLANT-02,LINE-B,alert,tr-972974-227630,job-303352-785928,Kraft 120gsm,B,207.0,177.0,844,6.51,57,0.85,ok,1,Edge Optimizer v3.1,0,0,0,217.64,182.27,785.48,67.0,2.44,edge-1.9.4,142,98,74,76,83,63.2,65.3,5,294,3,act-192184-184762,1800,2.67,2.54,9.5,0.75,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.76,900,edge,900,50.1,69.3,48.9,2.41,job-870944-954209,30,Medium 140gsm,C,218.41,182.98,767.41,48.9,69.3,acknowledged,569,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.41,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-06 22:12:00,PLANT-03,LINE-C,setup,tr-291750-677097,job-969635-198830,Kraft 180gsm,BC,153.0,196.0,1121,6.99,69,0.56,ok,0,Edge Optimizer v3.1,1,0,0,145.68,199.8,1191.36,118.6,4.19,edge-1.9.4,227,61,83,78,78,72.2,50.2,7,505,5,act-421926-379609,1800,3.91,3.91,9.8,0.61,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.65,900,edge,900,108.2,115.1,106.5,4.14,job-167909-312998,27,Kraft 180gsm,BC,147.76,200.0,1216.49,106.5,115.1,acknowledged,801,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.16,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-06 22:24:00,PLANT-02,LINE-B,adjust,tr-385536-787425,job-500567-492169,Testliner 200gsm,BC,150.0,193.0,1052,7.1,59,2.11,ok,0,Edge Optimizer v3.1,0,0,1,158.38,193.81,951.23,109.7,4.01,edge-1.9.4,185,54,84,56,59,56.2,72.5,6,387,5,act-421649-742287,1800,4.34,4.16,7.6,0.79,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.95,900,edge,900,108.6,113.2,111.8,4.1,job-538193-247437,26,Kraft 120gsm,B,153.22,192.09,983.44,111.8,113.2,acknowledged,534,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.26,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-06 22:36:00,PLANT-02,LINE-A,setup,tr-441405-753355,job-537549-305992,Medium 140gsm,C,216.0,176.0,988,7.04,51,1.17,ok,0,Edge Optimizer v3.1,1,1,1,226.47,179.92,946.62,115.1,3.64,edge-1.9.4,181,100,84,72,95,65.4,30.0,7,303,0,act-306267-716460,1800,3.4,3.19,13.1,0.7,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.72,900,edge,900,122.3,117.4,103.5,3.54,job-956466-379341,38,Medium 112gsm,E,223.91,178.51,923.05,103.5,117.4,acknowledged,413,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.35,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-06 22:48:00,PLANT-03,LINE-C,run,tr-669136-177362,job-991709-359131,Testliner 200gsm,BC,179.0,190.0,1053,6.59,56,0.9,ok,0,Edge Optimizer v3.1,1,1,1,190.48,188.06,939.22,99.2,3.98,edge-1.9.4,213,63,81,74,80,80.8,77.4,4,235,0,act-333521-803508,1800,3.6,3.27,7.2,0.7,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.75,900,edge,900,98.4,122.3,112.6,3.75,job-534501-750490,34,Testliner 150gsm,C,191.73,190.5,892.39,112.6,122.3,acknowledged,649,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.31,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-06 23:00:00,PLANT-02,LINE-C,alert,tr-531722-522944,job-905382-980363,White Top 200gsm,BC,175.0,189.0,1116,6.24,57,1.68,ok,0,Edge Optimizer v3.1,0,1,0,167.84,187.65,1082.35,109.1,4.1,edge-1.9.4,274,103,92,62,75,48.0,35.4,6,429,6,act-954714-843452,1800,4.14,4.03,11.0,0.72,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.83,900,edge,900,126.5,118.8,100.7,4.02,job-721971-388252,50,Testliner 200gsm,C,168.77,188.0,1050.3,100.7,118.8,acknowledged,185,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.49,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-06 23:12:00,PLANT-01,LINE-A,run,tr-862250-120410,job-637792-564427,Kraft 120gsm,E,264.0,186.0,578,6.19,53,2.68,ok,1,Edge Optimizer v3.1,1,0,1,278.55,183.43,618.52,57.2,1.89,edge-1.9.4,263,71,98,71,94,47.1,53.7,3,221,3,act-638365-483509,1800,2.14,2.14,4.7,0.74,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.78,900,edge,900,54.9,68.6,34.2,1.93,job-452357-222161,27,White Top 200gsm,C,282.66,187.61,596.84,34.2,68.6,acknowledged,320,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.46,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-06 23:24:00,PLANT-03,LINE-B,alert,tr-173781-259380,job-981159-936640,Kraft 120gsm,E,246.0,188.0,659,6.14,52,1.0,ok,0,Edge Optimizer v3.1,0,0,0,231.81,185.87,732.61,65.7,1.85,edge-1.9.4,191,30,127,68,102,86.3,66.7,3,336,1,act-971939-464710,1800,2.3,1.9,10.2,0.78,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.68,900,edge,900,67.3,60.1,45.5,1.93,job-657452-540096,39,White Top 200gsm,BC,223.91,185.96,747.2,45.5,60.1,acknowledged,571,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.23,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-06 23:36:00,PLANT-02,LINE-B,alert,tr-330434-218972,job-496357-259295,Medium 112gsm,E,272.0,187.0,650,6.05,65,1.27,ok,0,Edge Optimizer v3.1,0,0,1,294.25,193.81,702.32,46.6,1.89,edge-1.9.4,193,75,76,85,68,78.8,61.0,7,191,0,act-724697-292313,1800,2.3,2.06,8.6,0.73,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.54,900,edge,900,56.9,67.1,40.2,1.8,job-869511-110985,53,White Top 200gsm,C,292.1,193.59,708.81,40.2,67.1,acknowledged,587,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.65,drifting,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-06 23:48:00,PLANT-01,LINE-B,adjust,tr-629862-813679,job-283153-272311,Testliner 200gsm,BC,180.0,190.0,1163,6.9,58,1.18,ok,1,Edge Optimizer v3.1,0,0,0,190.35,194.55,997.58,109.2,3.79,edge-1.9.4,256,81,59,72,77,60.8,63.1,7,392,1,act-861951-819106,1800,4.09,4.05,5.3,0.43,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.75,900,edge,900,102.8,126.0,90.8,3.83,job-212701-395403,62,Testliner 200gsm,C,189.03,191.5,1024.28,90.8,126.0,acknowledged,590,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.66,drifting,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 00:00:00,PLANT-01,LINE-B,alert,tr-801677-478407,job-258043-430477,White Top 170gsm,C,179.0,185.0,921,6.96,56,1.4,ok,1,Edge Optimizer v3.1,0,1,1,189.17,176.53,909.44,90.5,3.16,edge-1.9.4,205,78,75,79,83,44.9,63.7,6,268,2,act-619593-384336,1800,3.42,3.35,13.2,0.72,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.74,900,edge,900,84.1,84.1,91.9,2.87,job-684146-639082,38,Testliner 150gsm,C,196.73,173.38,928.41,91.9,84.1,acknowledged,697,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.38,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 00:12:00,PLANT-02,LINE-B,adjust,tr-989230-189257,job-468940-589651,White Top 170gsm,B,230.0,175.0,832,6.49,54,0.8,ok,0,Edge Optimizer v3.1,1,0,1,222.4,171.38,774.76,84.6,2.51,edge-1.9.4,201,34,77,95,91,51.2,60.8,4,313,1,act-750365-910597,1800,2.72,2.38,9.2,0.59,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.85,900,edge,900,77.9,102.6,67.2,2.63,job-460004-998631,37,Testliner 150gsm,C,223.65,170.98,769.18,67.2,102.6,acknowledged,228,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.37,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 00:24:00,PLANT-03,LINE-B,adjust,tr-903813-370531,job-229558-865540,White Top 200gsm,BC,152.0,186.0,1127,6.32,43,0.4,ok,1,Edge Optimizer v3.1,1,1,0,162.05,180.27,1037.45,111.3,4.19,edge-1.9.4,223,72,76,82,73,60.4,76.7,3,178,2,act-479277-585746,1800,3.79,3.06,8.9,0.72,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.65,900,edge,900,118.3,112.5,112.6,4.27,job-733374-685059,39,Testliner 200gsm,BC,163.16,177.83,1047.52,112.6,112.5,acknowledged,832,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.38,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 00:36:00,PLANT-03,LINE-B,adjust,tr-180508-814611,job-645255-469895,White Top 200gsm,C,183.0,196.0,925,6.65,60,1.15,ok,1,Edge Optimizer v3.1,1,0,0,184.1,200.0,983.15,118.1,3.28,edge-1.9.4,176,74,94,96,78,74.8,52.3,7,391,5,act-907182-490293,1800,3.07,2.77,11.1,0.95,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.81,900,edge,900,104.5,112.4,106.3,3.23,job-430572-991585,34,Testliner 200gsm,BC,184.3,200.0,963.37,106.3,112.4,acknowledged,640,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.45,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 00:48:00,PLANT-02,LINE-C,setup,tr-316505-153233,job-992312-219475,Medium 140gsm,C,218.0,190.0,1028,6.17,41,0.47,ok,1,Edge Optimizer v3.1,0,0,1,220.92,183.73,1042.76,110.9,2.95,edge-1.9.4,220,96,80,94,92,54.9,50.6,7,408,3,act-962389-708656,1800,3.56,3.27,1.6,0.82,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.59,900,edge,900,115.4,119.7,113.9,2.86,job-859655-134464,19,Medium 112gsm,E,229.78,181.61,1070.91,113.9,119.7,acknowledged,199,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.44,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 01:00:00,PLANT-01,LINE-B,run,tr-352857-929574,job-285357-712642,White Top 200gsm,BC,189.0,188.0,1190,6.8,51,0.6,ok,0,Edge Optimizer v3.1,1,1,1,180.11,188.23,1111.54,105.1,3.89,edge-1.9.4,123,60,90,65,93,39.0,56.1,1,386,6,act-235637-179762,1800,4.08,3.71,3.9,0.61,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.8,900,edge,900,105.2,121.8,100.4,4.0,job-756279-155468,30,Medium 112gsm,E,183.89,188.24,1077.34,100.4,121.8,acknowledged,515,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.73,drifting,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 01:12:00,PLANT-02,LINE-C,alert,tr-470107-256544,job-943252-249771,White Top 170gsm,B,208.0,184.0,771,6.12,75,0.79,ok,1,Edge Optimizer v3.1,0,0,0,198.07,189.66,658.25,86.3,2.55,edge-1.9.4,186,100,74,38,104,67.0,55.1,1,563,1,act-750593-705205,1800,2.69,2.46,3.0,0.49,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.75,900,edge,900,80.8,82.5,82.7,2.6,job-627077-561095,36,White Top 170gsm,C,200.57,188.34,672.73,82.7,82.5,acknowledged,583,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.0,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 01:24:00,PLANT-02,LINE-B,adjust,tr-527981-367473,job-419027-704391,Kraft 180gsm,BC,178.0,186.0,1048,6.69,55,1.18,ok,1,Edge Optimizer v3.1,0,0,1,176.26,178.67,1015.12,108.2,4.0,edge-1.9.4,154,65,88,58,75,58.0,68.3,4,269,2,act-509589-369980,1800,3.66,3.51,5.4,0.64,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.61,900,edge,900,104.5,119.4,101.8,3.87,job-185582-432257,49,Kraft 180gsm,BC,170.68,179.74,1023.87,101.8,119.4,acknowledged,785,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.03,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 01:36:00,PLANT-03,LINE-B,alert,tr-487402-320119,job-542681-599661,White Top 200gsm,C,184.0,190.0,964,6.47,52,1.32,ok,0,Edge Optimizer v3.1,1,0,0,171.49,190.17,939.04,94.7,2.98,edge-1.9.4,163,70,79,45,53,54.3,71.6,5,436,3,act-464754-600185,1800,3.81,3.57,4.1,0.69,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.62,900,edge,900,104.3,123.9,96.2,3.17,job-483557-166807,55,White Top 200gsm,BC,167.71,192.1,917.68,96.2,123.9,acknowledged,522,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.38,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 01:48:00,PLANT-01,LINE-B,run,tr-430566-695300,job-386963-208687,Testliner 150gsm,C,177.0,181.0,966,6.37,50,1.85,ok,1,Edge Optimizer v3.1,1,0,1,180.18,181.49,1045.05,77.9,3.27,edge-1.9.4,159,66,74,87,36,71.1,59.1,7,305,4,act-459031-813546,1800,3.94,3.41,7.6,0.46,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.81,900,edge,900,88.3,89.0,74.4,3.33,job-506320-887418,22,Testliner 200gsm,C,185.51,181.11,1042.47,74.4,89.0,acknowledged,100,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.61,drifting,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 02:00:00,PLANT-02,LINE-C,alert,tr-571078-358949,job-439309-226888,White Top 170gsm,B,249.0,178.0,765,6.43,54,0.71,ok,1,Edge Optimizer v3.1,1,1,0,253.13,170.0,683.37,98.2,2.19,edge-1.9.4,196,104,83,87,94,62.7,63.4,5,454,3,act-790018-821453,1800,2.7,2.43,10.0,0.47,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.8,900,edge,900,82.5,84.8,82.2,2.27,job-294011-135010,33,White Top 170gsm,B,252.87,170.0,708.08,82.2,84.8,acknowledged,163,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.17,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 02:12:00,PLANT-02,LINE-B,run,tr-485554-813205,job-136120-303790,White Top 170gsm,B,203.0,188.0,693,6.34,45,1.36,ok,0,Edge Optimizer v3.1,0,0,0,200.26,184.53,777.46,80.5,2.67,edge-1.9.4,240,78,74,63,111,49.0,64.6,6,390,2,act-879136-391069,1800,2.31,2.3,10.0,0.65,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.86,900,edge,900,88.0,88.0,79.2,2.52,job-750985-811708,44,Kraft 180gsm,C,199.96,184.2,760.77,79.2,88.0,acknowledged,422,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.2,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
2025-07-07 02:24:00,PLANT-02,LINE-C,alert,tr-283159-573704,job-233372-339811,Kraft 180gsm,C,207.0,185.0,968,6.74,57,1.4,ok,1,Edge Optimizer v3.1,0,0,1,202.27,181.82,955.2,131.8,3.53,edge-1.9.4,278,103,58,54,76,57.7,44.9,7,344,2,act-921540-934334,1800,3.1,3.04,6.0,0.69,Reduce steam by 3°C and increase speed +6 m/min,"[{""step"":""Lower steam setpoint"",""delta_c"":-3},{""step"":""Raise speed"",""delta_mpm"":6}]",0.78,900,edge,900,115.8,109.7,106.7,3.75,job-320294-698804,36,Testliner 150gsm,B,202.7,180.33,926.48,106.7,109.7,acknowledged,437,Adjusted steam -2°C; verified bond quality,edge-ui,ks_test,0.42,normal,0.6,2025-07-06 22:00:00,2025-07-07 06:00:00
